Order Date,Region,Category,Sub-Category,Segment,Sales
2017-02-16,Central,Office Supplies,Appliances,Corporate,92.064
2017-02-16,Central,Office Supplies,Fasteners,Corporate,6.976
2017-02-16,Central,Office Supplies,Paper,Corporate,5.184
2017-02-16,East,Furniture,Chairs,Consumer,554.606
2017-02-16,East,Technology,Accessories,Consumer,89.97
2017-02-16,South,Furniture,Furnishings,Consumer,318.08
2017-02-16,South,Office Supplies,Binders,Consumer,5.8
2017-02-19,East,Furniture,Furnishings,Consumer,44.46
2017-02-19,East,Office Supplies,Labels,Corporate,8.67
2017-02-19,East,Office Supplies,Storage,Consumer,242.94
2017-02-19,East,Office Supplies,Supplies,Corporate,25.71
2017-02-19,West,Office Supplies,Paper,Consumer,70.88
2017-02-20,South,Office Supplies,Paper,Consumer,16.496
2017-02-21,East,Furniture,Furnishings,Corporate,204.75
2017-02-21,East,Office Supplies,Storage,Corporate,296.37
2017-02-21,East,Technology,Phones,Corporate,39.98
2017-02-21,South,Office Supplies,Binders,Home Office,38.622
2017-02-21,South,Office Supplies,Storage,Home Office,432.456
2017-02-21,West,Office Supplies,Binders,Corporate,49.808
2017-02-21,West,Office Supplies,Storage,Corporate,449.15
2017-02-21,West,Technology,Accessories,Corporate,12.99
2017-02-22,Central,Office Supplies,Appliances,Home Office,490.32
2017-02-22,West,Office Supplies,Fasteners,Consumer,10.65
2017-02-22,West,Technology,Accessories,Consumer,36.24
2017-02-22,West,Technology,Phones,Consumer,445.96
2017-02-23,East,Office Supplies,Envelopes,Corporate,57.576
2017-02-25,East,Office Supplies,Envelopes,Consumer,46.72
2017-02-27,Central,Furniture,Furnishings,Consumer,16.192
2017-02-27,Central,Office Supplies,Binders,Consumer,56.82
2017-02-27,East,Office Supplies,Appliances,Consumer,170.88
2017-02-28,East,Office Supplies,Art,Consumer,111.104
2017-02-28,East,Office Supplies,Fasteners,Corporate,36.48
2017-03-01,East,Furniture,Tables,Consumer,836.592
2017-03-01,East,Office Supplies,Paper,Consumer,26.38
2017-03-01,East,Office Supplies,Storage,Consumer,362.92
2017-03-01,East,Technology,Machines,Consumer,4899.93
2017-03-01,West,Technology,Phones,Corporate,159.984
2017-03-03,Central,Furniture,Chairs,Corporate,563.43
2017-03-03,Central,Furniture,Tables,Consumer,637.896
2017-03-03,Central,Office Supplies,Envelopes,Consumer,36.6
2017-03-03,Central,Office Supplies,Fasteners,Consumer,2.304
2017-03-03,Central,Office Supplies,Paper,Corporate,42.784
2017-03-03,Central,Office Supplies,Supplies,Consumer,3930.072
2017-03-03,Central,Technology,Accessories,Consumer,41.72
2017-03-03,Central,Technology,Machines,Consumer,287.91
2017-03-03,Central,Technology,Phones,Consumer,566.826
2017-03-03,East,Office Supplies,Binders,Consumer,447.86
2017-03-03,East,Office Supplies,Paper,Consumer,166.44
2017-03-03,East,Technology,Phones,Consumer,479.95
2017-03-03,West,Furniture,Furnishings,Corporate,35.28
2017-03-03,West,Office Supplies,Supplies,Corporate,25.35
2017-03-04,Central,Office Supplies,Binders,Consumer,128.4
2017-03-04,East,Technology,Accessories,Corporate,159.98
2017-03-04,South,Office Supplies,Labels,Corporate,10.08
2017-03-04,West,Office Supplies,Art,Home Office,16.99
2017-03-05,Central,Office Supplies,Envelopes,Corporate,149.352
2017-03-05,Central,Office Supplies,Storage,Corporate,12.992
2017-03-06,Central,Furniture,Furnishings,Consumer,159.04
2017-03-06,Central,Furniture,Tables,Consumer,145.98
2017-03-06,Central,Office Supplies,Appliances,Consumer,2.334
2017-03-06,Central,Office Supplies,Binders,Consumer,1.728
2017-03-06,East,Office Supplies,Binders,Home Office,2.043
2017-03-06,East,Technology,Phones,Home Office,500.178
2017-03-07,Central,Technology,Phones,Corporate,21.072
2017-03-08,Central,Office Supplies,Appliances,Corporate,207.144
2017-03-08,Central,Office Supplies,Art,Corporate,13.9
2017-03-08,Central,Office Supplies,Binders,Home Office,8.856
2017-03-08,Central,Office Supplies,Envelopes,Home Office,146.352
2017-03-08,Central,Technology,Accessories,Home Office,27.96
2017-03-08,East,Furniture,Furnishings,Consumer,113.6
2017-03-08,East,Office Supplies,Binders,Consumer,69.456
2017-03-08,East,Office Supplies,Fasteners,Consumer,5.984
2017-03-08,East,Office Supplies,Paper,Consumer,12.96
2017-03-08,East,Technology,Phones,Consumer,108.576
2017-03-08,South,Furniture,Furnishings,Consumer,102.36
2017-03-08,South,Technology,Phones,Consumer,1363.96
2017-03-08,West,Office Supplies,Binders,Consumer,9.702
2017-03-09,East,Furniture,Chairs,Consumer,354.9
2017-03-09,East,Office Supplies,Binders,Consumer,51.8
2017-03-09,East,Office Supplies,Paper,Consumer,17.94
2017-03-09,East,Office Supplies,Storage,Consumer,11.21
2017-03-09,East,Technology,Accessories,Home Office,199.75
2017-03-10,East,Furniture,Bookcases,Consumer,176.784
2017-03-10,East,Technology,Accessories,Consumer,39.992
2017-03-10,West,Office Supplies,Paper,Home Office,14.9
2017-03-10,West,Office Supplies,Storage,Corporate,104.696
2017-03-10,West,Technology,Accessories,Home Office,26.85
2017-03-10,West,Technology,Machines,Home Office,3357.6
2017-03-10,West,Technology,Phones,Home Office,4158.912
2017-03-11,Central,Office Supplies,Binders,Corporate,17.46
2017-03-11,Central,Technology,Accessories,Corporate,45.98
2017-03-11,East,Furniture,Furnishings,Home Office,30.336
2017-03-11,East,Furniture,Tables,Consumer,244.006
2017-03-11,South,Furniture,Furnishings,Home Office,76.92
2017-03-11,South,Office Supplies,Storage,Home Office,481.32
2017-03-12,East,Office Supplies,Envelopes,Consumer,29.34
2017-03-12,South,Office Supplies,Paper,Corporate,12.96
2017-03-12,West,Furniture,Chairs,Corporate,770.352
2017-03-12,West,Office Supplies,Appliances,Corporate,154.9
2017-03-12,West,Office Supplies,Envelopes,Corporate,30.56
2017-03-12,West,Office Supplies,Paper,Consumer,19.98
2017-03-12,West,Office Supplies,Storage,Corporate,676.55
2017-03-13,Central,Furniture,Tables,Consumer,557.585
2017-03-13,Central,Office Supplies,Binders,Consumer,1.272
2017-03-13,Central,Office Supplies,Paper,Consumer,70.08
2017-03-13,East,Furniture,Chairs,Corporate,386.68
2017-03-13,East,Office Supplies,Binders,Corporate,75.057
2017-03-13,East,Office Supplies,Paper,Corporate,41.24
2017-03-13,East,Office Supplies,Storage,Corporate,678.64
2017-03-13,East,Technology,Accessories,Corporate,379.96
2017-03-13,East,Technology,Machines,Corporate,449.1
2017-03-13,East,Technology,Phones,Corporate,539.91
2017-03-13,South,Furniture,Furnishings,Home Office,127.88
2017-03-13,South,Office Supplies,Appliances,Home Office,160.32
2017-03-13,South,Office Supplies,Binders,Home Office,46.0
2017-03-13,West,Furniture,Furnishings,Corporate,28.28
2017-03-13,West,Office Supplies,Appliances,Home Office,157.92
2017-03-13,West,Office Supplies,Binders,Home Office,51.184
2017-03-13,West,Office Supplies,Supplies,Corporate,4912.59
2017-03-13,West,Technology,Phones,Home Office,203.184
2017-03-14,Central,Furniture,Bookcases,Consumer,241.332
2017-03-14,Central,Furniture,Furnishings,Corporate,16.74
2017-03-14,Central,Office Supplies,Art,Consumer,145.544
2017-03-14,Central,Office Supplies,Paper,Consumer,5.184
2017-03-14,East,Furniture,Furnishings,Consumer,21.88
2017-03-14,West,Furniture,Chairs,Corporate,196.784
2017-03-14,West,Office Supplies,Binders,Corporate,41.904
2017-03-15,East,Technology,Accessories,Home Office,83.976
2017-03-15,South,Office Supplies,Paper,Home Office,365.44
2017-03-15,West,Furniture,Chairs,Corporate,1352.032
2017-03-15,West,Office Supplies,Binders,Corporate,4.544
2017-03-17,East,Furniture,Furnishings,Consumer,971.5
2017-03-17,East,Office Supplies,Appliances,Consumer,901.95
2017-03-17,East,Office Supplies,Art,Consumer,39.68
2017-03-17,East,Office Supplies,Binders,Consumer,32.54
2017-03-17,East,Office Supplies,Envelopes,Consumer,199.9
2017-03-17,East,Technology,Phones,Consumer,129.98
2017-03-17,West,Technology,Phones,Consumer,84.784
2017-03-18,South,Furniture,Tables,Consumer,189.882
2017-03-18,South,Office Supplies,Appliances,Consumer,871.8
2017-03-19,East,Furniture,Furnishings,Consumer,35.3
2017-03-19,South,Office Supplies,Binders,Corporate,31.086
2017-03-19,West,Furniture,Bookcases,Consumer,72.294
2017-03-20,Central,Furniture,Tables,Home Office,697.16
2017-03-20,Central,Technology,Phones,Consumer,11.992
2017-03-20,South,Furniture,Furnishings,Corporate,86.45
2017-03-20,West,Office Supplies,Binders,Consumer,16.821
2017-03-20,West,Office Supplies,Paper,Consumer,31.104
2017-03-20,West,Technology,Phones,Consumer,84.784
2017-03-21,Central,Furniture,Chairs,Consumer,528.43
2017-03-21,Central,Furniture,Tables,Corporate,99.372
2017-03-21,Central,Office Supplies,Art,Consumer,13.392
2017-03-21,Central,Office Supplies,Art,Corporate,1.344
2017-03-21,Central,Office Supplies,Binders,Consumer,3.168
2017-03-22,West,Furniture,Chairs,Consumer,167.888
2017-03-22,West,Technology,Accessories,Corporate,58.58
2017-03-24,Central,Office Supplies,Paper,Corporate,22.48
2017-03-24,East,Furniture,Bookcases,Consumer,301.47
2017-03-24,East,Office Supplies,Art,Consumer,18.656
2017-03-24,West,Technology,Phones,Corporate,403.168
2017-03-25,Central,Technology,Accessories,Consumer,1287.45
2017-03-25,East,Office Supplies,Art,Corporate,59.52
2017-03-26,East,Office Supplies,Storage,Corporate,459.95
2017-03-26,South,Office Supplies,Storage,Consumer,67.64
2017-03-26,South,Technology,Accessories,Consumer,119.976
2017-03-26,West,Office Supplies,Binders,Consumer,17.04
2017-03-26,West,Office Supplies,Paper,Consumer,17.64
2017-03-27,South,Furniture,Furnishings,Corporate,60.16
2017-03-27,South,Office Supplies,Binders,Corporate,32.54
2017-03-28,South,Office Supplies,Storage,Corporate,31.4
2017-03-28,West,Office Supplies,Paper,Consumer,5.98
2017-03-28,West,Office Supplies,Storage,Consumer,87.92
2017-03-29,Central,Furniture,Chairs,Home Office,844.116
2017-03-29,Central,Office Supplies,Paper,Home Office,45.528
2017-03-29,Central,Technology,Phones,Home Office,812.736
2017-03-29,East,Furniture,Bookcases,Consumer,299.975
2017-03-29,East,Furniture,Furnishings,Consumer,414.0
2017-03-29,East,Office Supplies,Binders,Consumer,71.128
2017-03-29,East,Office Supplies,Paper,Consumer,13.48
2017-03-29,East,Technology,Phones,Consumer,158.376
2017-03-30,East,Office Supplies,Paper,Corporate,11.34
2017-03-31,East,Furniture,Chairs,Consumer,327.996
2017-03-31,East,Technology,Accessories,Consumer,31.984
2017-03-31,East,Technology,Phones,Consumer,280.782
2017-04-01,Central,Technology,Phones,Corporate,12.99
2017-04-01,East,Furniture,Chairs,Consumer,1317.492
2017-04-01,East,Office Supplies,Art,Consumer,451.76
2017-04-01,East,Office Supplies,Binders,Consumer,3.592
2017-04-01,East,Office Supplies,Binders,Corporate,14.352
2017-04-01,East,Office Supplies,Labels,Corporate,20.7
2017-04-01,East,Office Supplies,Storage,Consumer,161.94
2017-04-01,East,Office Supplies,Supplies,Consumer,63.84
2017-04-01,East,Office Supplies,Supplies,Corporate,10.95
2017-04-01,East,Technology,Phones,Consumer,35.12
2017-04-01,South,Furniture,Furnishings,Home Office,7.04
2017-04-01,West,Office Supplies,Appliances,Corporate,30.144
2017-04-01,West,Office Supplies,Fasteners,Corporate,31.56
2017-04-02,Central,Furniture,Chairs,Corporate,1454.9
2017-04-03,Central,Furniture,Furnishings,Consumer,71.12
2017-04-03,Central,Office Supplies,Paper,Home Office,10.272
2017-04-03,Central,Technology,Phones,Consumer,259.96
2017-04-03,East,Office Supplies,Binders,Consumer,99.846
2017-04-04,East,Furniture,Furnishings,Home Office,82.64
2017-04-04,East,Office Supplies,Binders,Consumer,588.784
2017-04-04,East,Office Supplies,Storage,Home Office,31.02
2017-04-04,East,Technology,Accessories,Home Office,89.97
2017-04-04,South,Office Supplies,Paper,Home Office,27.81
2017-04-04,South,Technology,Phones,Home Office,149.97
2017-04-05,Central,Office Supplies,Storage,Home Office,158.368
2017-04-05,East,Office Supplies,Supplies,Consumer,769.184
2017-04-05,East,Technology,Phones,Consumer,118.782
2017-04-06,East,Technology,Phones,Home Office,1294.75
2017-04-07,East,Furniture,Chairs,Corporate,658.746
2017-04-07,East,Office Supplies,Art,Consumer,3.64
2017-04-07,East,Office Supplies,Paper,Corporate,37.94
2017-04-07,West,Technology,Copiers,Corporate,1199.976
2017-04-08,Central,Furniture,Chairs,Consumer,95.984
2017-04-08,Central,Office Supplies,Binders,Consumer,1088.792
2017-04-08,Central,Technology,Accessories,Consumer,431.928
2017-04-08,East,Furniture,Bookcases,Consumer,388.704
2017-04-08,East,Office Supplies,Art,Consumer,17.04
2017-04-08,East,Office Supplies,Binders,Home Office,121.104
2017-04-08,East,Office Supplies,Envelopes,Consumer,8.26
2017-04-08,East,Office Supplies,Envelopes,Home Office,8.872
2017-04-08,East,Office Supplies,Paper,Consumer,34.4
2017-04-08,South,Furniture,Bookcases,Consumer,354.9
2017-04-08,South,Furniture,Furnishings,Home Office,159.92
2017-04-08,South,Office Supplies,Envelopes,Consumer,17.92
2017-04-08,South,Office Supplies,Fasteners,Home Office,30.0
2017-04-08,South,Office Supplies,Paper,Home Office,25.92
2017-04-08,West,Furniture,Furnishings,Consumer,24.7
2017-04-08,West,Office Supplies,Paper,Consumer,33.0
2017-04-08,West,Office Supplies,Storage,Consumer,64.96
2017-04-09,Central,Office Supplies,Binders,Home Office,5.28
2017-04-09,Central,Technology,Phones,Home Office,517.9
2017-04-09,West,Furniture,Bookcases,Consumer,556.665
2017-04-09,West,Office Supplies,Binders,Corporate,35.352
2017-04-10,Central,Office Supplies,Art,Corporate,13.568
2017-04-10,East,Office Supplies,Binders,Corporate,8.904
2017-04-10,West,Office Supplies,Appliances,Consumer,113.76
2017-04-10,West,Office Supplies,Binders,Consumer,48.032
2017-04-10,West,Office Supplies,Binders,Corporate,23.2
2017-04-10,West,Office Supplies,Paper,Corporate,12.96
2017-04-10,West,Office Supplies,Storage,Consumer,730.17
2017-04-12,South,Furniture,Tables,Consumer,343.92
2017-04-12,South,Office Supplies,Envelopes,Consumer,63.9
2017-04-12,South,Office Supplies,Paper,Consumer,40.99
2017-04-12,South,Office Supplies,Paper,Corporate,10.272
2017-04-12,South,Office Supplies,Storage,Corporate,181.536
2017-04-12,West,Furniture,Chairs,Consumer,832.64
2017-04-12,West,Office Supplies,Binders,Consumer,49.832
2017-04-12,West,Office Supplies,Paper,Consumer,19.44
2017-04-13,West,Office Supplies,Envelopes,Consumer,6.12
2017-04-14,East,Office Supplies,Binders,Consumer,25.06
2017-04-14,South,Office Supplies,Storage,Consumer,81.2
2017-04-14,West,Furniture,Chairs,Consumer,1317.336
2017-04-14,West,Office Supplies,Storage,Consumer,42.976
2017-04-15,Central,Office Supplies,Art,Corporate,33.488
2017-04-15,Central,Office Supplies,Fasteners,Corporate,8.04
2017-04-15,South,Office Supplies,Binders,Home Office,189.588
2017-04-15,South,Office Supplies,Storage,Home Office,4.768
2017-04-15,South,Technology,Accessories,Home Office,700.704
2017-04-15,West,Furniture,Chairs,Consumer,1121.568
2017-04-15,West,Office Supplies,Paper,Home Office,143.7
2017-04-16,East,Furniture,Furnishings,Corporate,9.96
2017-04-16,East,Office Supplies,Binders,Corporate,25.3
2017-04-16,East,Technology,Machines,Corporate,9099.93
2017-04-16,South,Office Supplies,Art,Consumer,12.84
2017-04-16,South,Office Supplies,Paper,Consumer,123.088
2017-04-16,South,Technology,Accessories,Consumer,35.168
2017-04-16,West,Office Supplies,Supplies,Consumer,28.8
2017-04-17,Central,Office Supplies,Fasteners,Home Office,29.05
2017-04-17,South,Furniture,Furnishings,Corporate,79.12
2017-04-17,South,Furniture,Furnishings,Home Office,18.624
2017-04-17,South,Technology,Phones,Home Office,36.792
2017-04-17,West,Furniture,Bookcases,Consumer,257.499
2017-04-18,Central,Furniture,Chairs,Corporate,344.372
2017-04-18,Central,Furniture,Furnishings,Corporate,127.88
2017-04-18,Central,Office Supplies,Paper,Home Office,9.664
2017-04-18,Central,Office Supplies,Storage,Corporate,1554.936
2017-04-18,Central,Office Supplies,Storage,Home Office,230.376
2017-04-18,East,Office Supplies,Art,Corporate,6.99
2017-04-18,East,Office Supplies,Supplies,Corporate,6.84
2017-04-18,South,Office Supplies,Appliances,Consumer,203.92
2017-04-18,South,Technology,Phones,Consumer,29.56
2017-04-19,East,Furniture,Tables,Home Office,205.176
2017-04-19,East,Office Supplies,Art,Consumer,75.24
2017-04-19,East,Office Supplies,Binders,Consumer,9.28
2017-04-19,East,Office Supplies,Paper,Home Office,419.4
2017-04-19,East,Office Supplies,Storage,Consumer,459.88
2017-04-19,East,Office Supplies,Supplies,Consumer,62.66
2017-04-19,East,Technology,Phones,Consumer,25.98
2017-04-19,West,Office Supplies,Art,Consumer,78.66
2017-04-19,West,Office Supplies,Binders,Consumer,15.176
2017-04-19,West,Office Supplies,Paper,Consumer,22.72
2017-04-19,West,Technology,Phones,Consumer,39.96
2017-04-21,Central,Office Supplies,Appliances,Corporate,48.792
2017-04-21,Central,Office Supplies,Binders,Corporate,44.848
2017-04-21,Central,Office Supplies,Storage,Corporate,102.336
2017-04-21,East,Office Supplies,Art,Consumer,15.48
2017-04-21,East,Office Supplies,Paper,Consumer,51.84
2017-04-21,West,Office Supplies,Binders,Consumer,8.32
2017-04-22,Central,Furniture,Furnishings,Home Office,86.62
2017-04-22,Central,Office Supplies,Storage,Home Office,23.952
2017-04-22,East,Office Supplies,Art,Consumer,35.010000000000005
2017-04-22,West,Furniture,Furnishings,Consumer,31.56
2017-04-22,West,Furniture,Furnishings,Home Office,23.56
2017-04-22,West,Furniture,Tables,Home Office,1272.63
2017-04-22,West,Office Supplies,Appliances,Home Office,78.272
2017-04-22,West,Office Supplies,Binders,Home Office,28.485
2017-04-22,West,Office Supplies,Supplies,Home Office,185.376
2017-04-23,East,Office Supplies,Paper,Consumer,186.64
2017-04-23,East,Office Supplies,Storage,Consumer,55.92
2017-04-23,South,Office Supplies,Paper,Corporate,36.24
2017-04-23,West,Office Supplies,Binders,Consumer,18.088
2017-04-23,West,Office Supplies,Binders,Corporate,251.52
2017-04-23,West,Office Supplies,Envelopes,Consumer,71.97
2017-04-23,West,Technology,Accessories,Corporate,99.99
2017-04-24,Central,Technology,Accessories,Home Office,258.696
2017-04-24,West,Furniture,Chairs,Home Office,1325.76
2017-04-24,West,Office Supplies,Binders,Consumer,3.984
2017-04-24,West,Office Supplies,Binders,Home Office,3.108
2017-04-24,West,Office Supplies,Paper,Home Office,15.552
2017-04-25,East,Office Supplies,Binders,Consumer,25.62
2017-04-25,East,Technology,Phones,Consumer,82.8
2017-04-26,East,Furniture,Chairs,Home Office,434.646
2017-04-28,Central,Furniture,Furnishings,Consumer,30.344
2017-04-28,Central,Office Supplies,Labels,Corporate,15.712
2017-04-28,Central,Technology,Phones,Corporate,369.576
2017-04-28,West,Furniture,Chairs,Corporate,41.568
2017-04-28,West,Office Supplies,Paper,Home Office,29.472
2017-04-30,Central,Furniture,Furnishings,Home Office,22.608
2017-04-30,East,Office Supplies,Binders,Consumer,7.712
2017-04-30,West,Furniture,Furnishings,Corporate,111.888
2017-05-01,South,Furniture,Tables,Consumer,370.62
2017-05-01,South,Office Supplies,Art,Consumer,11.16
2017-05-01,South,Office Supplies,Binders,Consumer,2.742
2017-05-01,South,Office Supplies,Labels,Consumer,3.984
2017-05-01,South,Office Supplies,Paper,Consumer,129.36
2017-05-02,Central,Furniture,Chairs,Consumer,366.744
2017-05-02,Central,Office Supplies,Art,Consumer,86.352
2017-05-02,Central,Office Supplies,Labels,Consumer,5.04
2017-05-02,Central,Office Supplies,Storage,Consumer,31.608
2017-05-02,East,Office Supplies,Binders,Consumer,45.576
2017-05-02,East,Office Supplies,Storage,Consumer,44.94
2017-05-02,South,Furniture,Chairs,Consumer,187.056
2017-05-03,Central,Office Supplies,Appliances,Consumer,26.406
2017-05-03,Central,Office Supplies,Art,Consumer,27.384
2017-05-03,Central,Office Supplies,Binders,Consumer,2.182
2017-05-03,East,Furniture,Furnishings,Consumer,51.968
2017-05-03,East,Office Supplies,Labels,Consumer,6.0
2017-05-03,East,Office Supplies,Storage,Consumer,195.64
2017-05-03,East,Technology,Accessories,Consumer,564.496
2017-05-03,East,Technology,Machines,Consumer,224.937
2017-05-05,South,Furniture,Furnishings,Consumer,16.72
2017-05-05,South,Office Supplies,Paper,Consumer,79.14
2017-05-05,South,Office Supplies,Paper,Corporate,14.352
2017-05-05,South,Office Supplies,Paper,Home Office,93.248
2017-05-05,South,Technology,Phones,Home Office,177.48
2017-05-05,West,Furniture,Tables,Consumer,369.86400000000003
2017-05-05,West,Furniture,Tables,Corporate,1685.88
2017-05-05,West,Office Supplies,Binders,Consumer,6.72
2017-05-05,West,Office Supplies,Binders,Corporate,5.728
2017-05-05,West,Office Supplies,Storage,Home Office,5.98
2017-05-05,West,Technology,Phones,Home Office,246.168
2017-05-06,Central,Office Supplies,Appliances,Home Office,54.48
2017-05-06,Central,Office Supplies,Binders,Consumer,3.208
2017-05-06,Central,Technology,Accessories,Consumer,26.176
2017-05-06,East,Furniture,Furnishings,Home Office,54.712
2017-05-06,East,Office Supplies,Fasteners,Home Office,7.216
2017-05-06,East,Office Supplies,Paper,Home Office,49.568
2017-05-06,West,Furniture,Furnishings,Consumer,41.6
2017-05-07,East,Furniture,Chairs,Consumer,442.764
2017-05-07,East,Furniture,Furnishings,Consumer,63.68
2017-05-07,East,Office Supplies,Binders,Consumer,85.232
2017-05-07,East,Office Supplies,Labels,Consumer,44.4
2017-05-07,East,Technology,Accessories,Consumer,199.95
2017-05-07,East,Technology,Machines,Consumer,3999.95
2017-05-08,East,Furniture,Furnishings,Corporate,211.96
2017-05-08,East,Office Supplies,Paper,Consumer,21.056
2017-05-08,East,Office Supplies,Storage,Consumer,1031.176
2017-05-08,East,Technology,Accessories,Consumer,58.112
2017-05-08,West,Office Supplies,Paper,Consumer,17.94
2017-05-09,Central,Office Supplies,Appliances,Corporate,48.784
2017-05-09,Central,Office Supplies,Binders,Corporate,31.711999999999996
2017-05-09,Central,Office Supplies,Paper,Corporate,76.64
2017-05-09,Central,Office Supplies,Storage,Corporate,856.656
2017-05-09,Central,Technology,Phones,Consumer,19.136
2017-05-09,East,Office Supplies,Art,Consumer,79.36
2017-05-09,East,Office Supplies,Art,Home Office,8.0
2017-05-09,East,Office Supplies,Envelopes,Consumer,9.344
2017-05-09,South,Office Supplies,Art,Consumer,27.86
2017-05-09,West,Office Supplies,Paper,Corporate,32.04
2017-05-09,West,Technology,Accessories,Consumer,93.98
2017-05-10,Central,Office Supplies,Envelopes,Consumer,7.072
2017-05-10,East,Technology,Phones,Home Office,743.988
2017-05-10,West,Office Supplies,Paper,Consumer,11.96
2017-05-11,West,Office Supplies,Paper,Consumer,5.98
2017-05-12,East,Furniture,Furnishings,Corporate,10.02
2017-05-12,East,Office Supplies,Storage,Corporate,82.368
2017-05-12,East,Technology,Phones,Corporate,631.96
2017-05-12,South,Office Supplies,Art,Corporate,10.96
2017-05-12,West,Office Supplies,Appliances,Consumer,8.67
2017-05-12,West,Office Supplies,Envelopes,Consumer,54.9
2017-05-12,West,Technology,Accessories,Consumer,120.0
2017-05-14,East,Furniture,Furnishings,Consumer,79.384
2017-05-14,South,Furniture,Furnishings,Corporate,30.192
2017-05-14,South,Office Supplies,Art,Corporate,4.768
2017-05-14,South,Office Supplies,Binders,Corporate,81.354
2017-05-14,South,Office Supplies,Paper,Corporate,31.104
2017-05-14,South,Technology,Phones,Corporate,43.6
2017-05-14,West,Technology,Accessories,Corporate,185.528
2017-05-15,East,Office Supplies,Binders,Consumer,13.776
2017-05-15,East,Office Supplies,Paper,Consumer,15.232
2017-05-15,South,Office Supplies,Art,Home Office,100.3
2017-05-15,South,Office Supplies,Binders,Consumer,7.764
2017-05-15,South,Office Supplies,Binders,Home Office,511.84
2017-05-16,East,Office Supplies,Storage,Consumer,552.56
2017-05-16,West,Furniture,Furnishings,Consumer,282.84
2017-05-16,West,Office Supplies,Labels,Consumer,27.72
2017-05-16,West,Office Supplies,Paper,Consumer,17.34
2017-05-17,Central,Furniture,Furnishings,Consumer,22.608
2017-05-17,Central,Office Supplies,Binders,Consumer,2.89
2017-05-17,Central,Office Supplies,Fasteners,Consumer,7.896
2017-05-17,Central,Office Supplies,Paper,Consumer,30.528
2017-05-17,East,Furniture,Furnishings,Consumer,173.24
2017-05-17,East,Office Supplies,Labels,Consumer,14.62
2017-05-17,East,Office Supplies,Supplies,Consumer,65.17
2017-05-17,South,Office Supplies,Binders,Corporate,29.97
2017-05-18,West,Office Supplies,Paper,Consumer,17.94
2017-05-18,West,Office Supplies,Storage,Consumer,104.28
2017-05-19,Central,Office Supplies,Art,Corporate,21.4
2017-05-19,East,Furniture,Furnishings,Consumer,75.68
2017-05-19,East,Office Supplies,Appliances,Consumer,242.9
2017-05-19,East,Office Supplies,Binders,Consumer,47.744
2017-05-19,East,Office Supplies,Storage,Consumer,454.9
2017-05-19,South,Furniture,Chairs,Consumer,641.96
2017-05-19,West,Office Supplies,Appliances,Corporate,87.84
2017-05-19,West,Office Supplies,Binders,Corporate,9.584
2017-05-20,South,Office Supplies,Binders,Consumer,2.694
2017-05-20,South,Technology,Phones,Consumer,1363.96
2017-05-20,West,Furniture,Furnishings,Home Office,1049.2
2017-05-20,West,Office Supplies,Binders,Home Office,56.059
2017-05-21,Central,Office Supplies,Binders,Corporate,5.7620000000000005
2017-05-21,Central,Office Supplies,Paper,Corporate,82.656
2017-05-21,East,Office Supplies,Paper,Corporate,111.96
2017-05-21,West,Technology,Accessories,Consumer,66.26
2017-05-21,West,Technology,Machines,Corporate,2396.4
2017-05-21,West,Technology,Phones,Consumer,55.176
2017-05-22,East,Furniture,Tables,Consumer,174.286
2017-05-22,East,Office Supplies,Appliances,Consumer,662.84
2017-05-22,East,Office Supplies,Envelopes,Consumer,26.88
2017-05-22,East,Technology,Accessories,Consumer,95.1
2017-05-22,East,Technology,Phones,Consumer,602.98
2017-05-22,South,Office Supplies,Labels,Consumer,14.73
2017-05-22,West,Technology,Phones,Corporate,222.384
2017-05-23,Central,Technology,Phones,Consumer,1979.928
2017-05-23,East,Office Supplies,Binders,Consumer,6.294
2017-05-23,East,Office Supplies,Paper,Consumer,10.368
2017-05-23,East,Technology,Copiers,Consumer,8399.976
2017-05-23,East,Technology,Phones,Consumer,122.382
2017-05-23,South,Office Supplies,Paper,Home Office,4.98
2017-05-23,West,Furniture,Furnishings,Consumer,37.05
2017-05-24,East,Office Supplies,Art,Home Office,16.656
2017-05-24,South,Office Supplies,Paper,Home Office,191.6
2017-05-24,South,Office Supplies,Supplies,Home Office,69.5
2017-05-25,South,Furniture,Furnishings,Home Office,24.96
2017-05-25,South,Office Supplies,Paper,Home Office,19.36
2017-05-25,South,Office Supplies,Storage,Home Office,1267.65
2017-05-26,Central,Furniture,Chairs,Consumer,388.43
2017-05-26,Central,Furniture,Furnishings,Consumer,26.94
2017-05-26,Central,Office Supplies,Paper,Consumer,24.72
2017-05-26,Central,Technology,Accessories,Consumer,63.992
2017-05-26,East,Furniture,Furnishings,Consumer,41.37
2017-05-26,East,Office Supplies,Appliances,Corporate,34.848
2017-05-26,East,Office Supplies,Art,Corporate,1.504
2017-05-26,East,Office Supplies,Binders,Consumer,9.64
2017-05-26,East,Office Supplies,Paper,Consumer,32.14
2017-05-26,South,Office Supplies,Storage,Corporate,184.704
2017-05-26,South,Technology,Accessories,Corporate,47.92
2017-05-26,West,Furniture,Chairs,Consumer,484.704
2017-05-26,West,Office Supplies,Fasteners,Consumer,5.94
2017-05-26,West,Office Supplies,Paper,Consumer,45.36
2017-05-26,West,Technology,Machines,Consumer,371.976
